feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
punct_ratio,0.7272662318711288,0.00215373817310176,0.0013076590296323234,0.7251124936980271
word_svd_29,0.7272662318711288,0.002108205411598463,0.0007819310287538518,0.7251580264595303
char_svd_15,0.7272662318711288,0.002104341800264664,0.0009387537876389349,0.7251618900708642
char_svd_27,0.7272662318711288,0.002057708315531226,0.00027767883276348047,0.7252085235555976
punct_per_word,0.7272662318711288,0.0020508648917037407,0.001138813889757499,0.7252153669794251
char_svd_109,0.7272662318711288,0.0020183365916659037,0.0004807182749708408,0.7252478952794629
word_svd_17,0.7272662318711288,0.0020106358552022473,0.0006798320766576948,0.7252555960159266
class_1_top_match_ratio,0.7272662318711288,0.001976448257941654,0.00033204698607399303,0.7252897836131872
word_svd_75,0.7272662318711288,0.0019506554929541009,0.0008815657543541872,0.7253155763781747
char_svd_5,0.7272662318711288,0.0019354982529789845,0.001043666636242066,0.7253307336181498
word_svd_190,0.7272662318711288,0.001931831979352805,0.0010597412440594579,0.7253343998917761
